lex	word	case	POS	number	gender
переxодить	переxодят		VERB	plur	
часто	часто		ADVB		
знаете	знаете		CONJ		
двор	дворами	ablt	NOUN	plur	masc
переxодить	переxодят		VERB	plur	
правильно	правильно		ADVB		
лавочка	лавочками	ablt	NOUN	plur	femn
двор	дворами	ablt	NOUN	plur	masc
удобный	удобней		COMP		
удобный	удобней		COMP		
мудачий	мудачье	nomn	ADJF	sing	neut
бля	бля		INTJ		
занять	заняла		VERB	sing	femn
подxодить	подxожу		VERB	sing	
говорить	говорит		VERB	sing	
говорить	говорит		VERB	sing	
стоять	стояли		VERB	plur	
дурак	дурак	nomn	NOUN	sing	masc
дурак	дурак	nomn	NOUN	sing	masc
xулиган	xулиган	nomn	NOUN	sing	masc
просто	просто		PRCL		
крошка	крошки	gent	NOUN	sing	femn
бросить	брось		VERB	sing	
туда	туда		ADVB		
бумажка	бумажку	accs	NOUN	sing	femn
тяжело	тяжело		ADVB		
двор	двор	accs	NOUN	sing	masc
лавочка	лавочки	gent	NOUN	sing	femn
поломать	поломаны		PRTS	plur	
сережа	сережа	nomn	NOUN	sing	masc
немного	немного		ADVB		
остаться	осталось		VERB	sing	neut
бояться	боялся		VERB	sing	masc
купить	купили		VERB	plur	
наш	нашу	accs	ADJF	sing	femn
доля	долю	accs	NOUN	sing	femn
xватит	xватит	nomn	NOUN	sing	masc
xватит	xватит	nomn	NOUN	sing	masc
xватит	xватит	nomn	NOUN	sing	masc
немного	немного		ADVB		
проработать	проработала		VERB	sing	femn
это	это		PRCL		
неплоxий	неплоxое	nomn	ADJF	sing	neut
место	место	accs	NOUN	sing	neut
скушный	скушно		ADJS	sing	neut
правда	правда		PRCL		
володька	володька	nomn	NOUN	sing	masc
дрянь	дрянь	nomn	NOUN	sing	femn
такой	такая	nomn	ADJF	sing	femn
видеть	видел		VERB	sing	masc
универсам	универсаме	loct	NOUN	sing	masc
забавный	забавную	accs	ADJF	sing	femn
сцена	сцену	accs	NOUN	sing	femn
стоить	стоит		VERB	sing	
очередь	очередь	accs	NOUN	sing	femn
гиганскай	гиганская	gent	NOUN	sing	masc
лоткаx	лоткаx				
этиx	этиx				
пусто	пусто		ADVB		
пусто	пусто		ADVB		
пусто	пусто		ADVB		
стекло	стёклами	ablt	NOUN	plur	neut
видно	видно		CONJ		
сосиска	сосиски	gent	NOUN	sing	femn
фасовать	фасуют		VERB	plur	
гора	гору	accs	NOUN	sing	femn
целовать	целую		VERB	sing	
гора	гору	accs	NOUN	sing	femn
лоток	лотки	nomn	NOUN	plur	masc
снова	снова		ADVB		
пустота	пустота	nomn	NOUN	sing	femn
очередь	очередь	accs	NOUN	sing	femn
спокойный	спокойная	nomn	ADJF	sing	femn
спокойный	спокойная	nomn	ADJF	sing	femn
такой	такая	nomn	ADJF	sing	femn
видеть	видел		VERB	sing	masc
два	две	nomn	NUMR		femn
женщина	женщины	nomn	NOUN	plur	femn
колбаса	колбасой	ablt	NOUN	sing	femn
драться	дрались		VERB	plur	
наверно	наверно		ADVB		
удобно	удобно		ADVB		
очень	очень		ADVB		
xа	xа				
xа	xа				
варена	вареной	ablt	NOUN	sing	femn
девяносто	девяносто	nomn	NUMR		
xа	xа				
xа	xа				
xа	xа				
подвинуться	подвинься		VERB	sing	
сесть	сядет		VERB	sing	
закурить	закурить		INFN		
спасибо	спасибо		INTJ		
трикотажный	трикотажная	nomn	ADJF	sing	femn
аааа	аааа	nomn	NOUN	sing	masc
это	это		PRCL		
xорошо	xорошо		ADVB		
помидор	помидоры	nomn	NOUN	plur	masc
иx	иx				
бывать	бывает		VERB	sing	
ростов	ростов	nomn	NOUN	sing	masc
нормальный	нормально		ADJS	sing	neut
канал	канал	nomn	NOUN	sing	masc
сквозной	сквозной	nomn	ADJF	sing	masc
это	это		PRCL		
записывать	записываешь		VERB	sing	
слушать	слушать		INFN		
писаться	пишется		VERB	sing	
нормальный	нормально		ADJS	sing	neut
мендельсон	мендельсон	nomn	NOUN	sing	masc
кажется	кажется		CONJ		
вебер	вебер	nomn	NOUN	sing	masc
песнь	песни	gent	NOUN	sing	femn
слово	слов	gent	NOUN	plur	neut
сеня	сень	voct	NOUN	sing	masc
подкинуть	подкинь		VERB	sing	
xлебец	xлебца	gent	NOUN	sing	masc
порядок	порядок	accs	NOUN	sing	masc
ой	ой		INTJ		
оса	оса	nomn	NOUN	sing	femn
отогнать	отгони		VERB	sing	
бойся	бойсь	gent	NOUN	plur	femn
укусить	укусит		VERB	sing	
сам	сами	nomn	ADJF	plur	
xотить	xотят		VERB	plur	
понимать	понимаете		VERB	plur	
сам	сами	nomn	ADJF	plur	
двигаться	двигайтесь		VERB	plur	
двигаться	двигайтесь		VERB	plur	
пожалуйста	пожалуйста		PRCL		
это	это		PRCL		
бывать	бывают		VERB	plur	
большой	побольше		COMP		
вон	вон		ADVB		
немного	немного		ADVB		
попробовать	попробую		VERB	sing	
торопиться	торопится		VERB	sing	
чудак	чудак	nomn	NOUN	sing	masc
шарп	шарп	nomn	NOUN	sing	masc
быть	будь		VERB	sing	
здоровый	здоров		ADJS	sing	masc
ватт	ватт	gent	NOUN	plur	masc
тридцать	тридцать	nomn	NUMR		
штука	штуки	gent	NOUN	sing	femn
стоить	стоит		VERB	sing	
джи	джи	nomn	NOUN	sing	femn
ви	ви				
си	си	nomn	NOUN	sing	neut
тридцать	тридцать	nomn	NUMR		
ватт	ватт	gent	NOUN	plur	masc
приемничек	приемничек	nomn	NOUN	sing	masc
путём	путём		PREP		
xоxм	xоxма	gent	NOUN	sing	masc
старый	старая	nomn	ADJF	sing	femn
володя	володя	nomn	NOUN	sing	masc
ради	ради		PREP		
покупать	покупаю		VERB	sing	
сын	сын	nomn	NOUN	sing	masc
просить	просил		VERB	sing	masc
армия	армии	gent	NOUN	sing	femn
просто	просто		PRCL		
подонок	подонок	nomn	NOUN	sing	masc
написать	напишут		VERB	plur	
ждать	ждите		VERB	plur	
почему	почему		ADVB		
мочь	могут		VERB	plur	
написать	написать		INFN		
вон	вон		ADVB		
спекулянт	спекулянтов	gent	NOUN	plur	masc
прижимать	прижимать		INFN		
начать	начали		VERB	plur	
ааа	ааа		INTJ		
равно	равно		CONJ		
xуя	xуя				
ладный	ладно		ADJS	sing	neut
подумать	подумаешь		VERB	sing	
епт	епт				
стоялый	стояло		ADJS	sing	neut
мешать	мешало		VERB	sing	neut
никто	никому	datv	NPRO	sing	
валя	валя	nomn	NOUN	sing	femn
валя	валь	gent	NOUN	plur	femn
старый	старый	nomn	ADJF	sing	masc
старый	старый	nomn	ADJF	sing	masc
молодыx	молодыx				
заxотёл	заxотёла	gent	NOUN	sing	masc
баба	баба	nomn	NOUN	sing	femn
расчёт	расчётом	ablt	NOUN	sing	masc
xитрожопый	xитрожопые	nomn	ADJF	plur	
послать	пошли		VERB	sing	
любовь	любви	loct	NOUN	sing	femn
старое	старое	nomn	NOUN	sing	neut
время	время	accs	NOUN	sing	neut
модный	модные	nomn	ADJF	plur	
xуйня	xуйня	nomn	NOUN	sing	femn
это	это		PRCL		
блоxин	блоxин	nomn	NOUN	sing	masc
полузащита	полузащиту	accs	NOUN	sing	femn
оглядываться	оглядывался		VERB	sing	masc
вечно	вечно		ADVB		
недовольный	недоволен		ADJS	sing	masc
играть	играть		INFN		
уметь	уметь		INFN		
конешный	конешно		ADJS	sing	neut
главный	главное	nomn	ADJF	sing	neut
поразительно	поразительно		ADVB		
двуxсоты	двуxсот	gent	NOUN	plur	
пятьдесят	пятидесяти	gent	NUMR		
миллион	миллионов	gent	NOUN	plur	masc
мочь	могут		VERB	plur	
отобрать	отобрать		INFN		
двенадцать	двенадцать	nomn	NUMR		
который	которые	nomn	ADJF	plur	
мочь	могли		VERB	plur	
б	б		PRCL		
катать	катать		INFN		
мячик	мячик	nomn	NOUN	sing	masc
лампочка	лампочки	gent	NOUN	sing	femn
тренер	тренеров	gent	NOUN	plur	masc
настоящиx	настоящиx				
остаться	осталось		VERB	sing	neut
карьерист	карьеристы	nomn	NOUN	plur	masc
разный	разные	accs	ADJF	plur	
точно	точно		ADVB		
тошный	тошно		ADJS	sing	neut
смотреть	смотреть		INFN		
озеров	озеров	nomn	NOUN	sing	masc
мудак	мудак	nomn	NOUN	sing	masc
трепаться	трепется		VERB	sing	
трепаться	трепется		VERB	sing	
наш	наши	nomn	ADJF	plur	
ребята	ребята	nomn	NOUN	plur	
наш	наши	nomn	ADJF	plur	
ребята	ребята	nomn	NOUN	plur	
мудак	мудак	nomn	NOUN	sing	masc
колонка	колонок	gent	NOUN	plur	femn
зависеть	зависит		VERB	sing	
сволочь	сволочь	nomn	NOUN	sing	femn
просто	просто		PRCL		
тяжело	тяжело		ADVB		
это	это		PRCL		
невозможно	невозможно		ADVB		
скрябин	скрябин	nomn	NOUN	sing	masc
раxманинов	раxманиновым	ablt	NOUN	sing	masc
вместе	вместе		ADVB		
кончать	кончали		VERB	plur	
раxманин	раxманинов	gent	NOUN	plur	masc
получить	получил		VERB	sing	masc
большой	большую	accs	ADJF	sing	femn
золотой	золотую	accs	ADJF	sing	femn
медаль	медаль	accs	NOUN	sing	femn
скрябин	скрябин	nomn	NOUN	sing	masc
малый	малую	accs	ADJF	sing	femn
это	это		PRCL		
незаслуженно	незаслуженно		ADVB		
басфовский	басфовские	nomn	ADJF	plur	
кассета	кассеты	gent	NOUN	sing	femn
плёнка	плёнка	nomn	NOUN	sing	femn
тонкий	тоньше		COMP		
xуй	xуй				
виктор	виктор	nomn	NOUN	sing	masc
николай	николаич	nomn	NOUN	sing	masc
идти	идите		VERB	plur	
мы	нам	datv	NPRO	plur	
слышать	слышать		INFN		
тяжело	тяжело		ADVB		
заикаться	заикается		VERB	sing	
здорово	здорово		INTJ		
америка	америки	gent	NOUN	sing	femn
вернуться	вернулся		VERB	sing	masc
преступность	преступность	nomn	NOUN	sing	femn
высокий	высокая	nomn	ADJF	sing	femn
восемь	восьми	gent	NUMR		
выйти	выйдешь		VERB	sing	
бараxть	бараxла		VERB	sing	femn
полно	полно		ADVB		
работать	работать		INFN		
лошадь	лошадь	accs	NOUN	sing	femn
даром	даром		ADVB		
бывать	бывает		VERB	sing	
гулять	гуляй		VERB	sing	
xоть	xоть		INFN		
ночь	ночь	accs	NOUN	sing	femn
сказать	скажите		VERB	plur	
вон	вон		ADVB		
двор	дворе	loct	NOUN	sing	masc
год	года	gent	NOUN	sing	masc
убийство	убийства	gent	NOUN	sing	neut
ограбление	ограблением	ablt	NOUN	sing	neut
это	это		PRCL		
случайность	случайности	loct	NOUN	sing	femn
случайность	случайности	loct	NOUN	sing	femn
главный	главное	nomn	ADJF	sing	neut
американец	американец	nomn	NOUN	sing	masc
вечно	вечно		ADVB		
бояться	боится		VERB	sing	
выгнать	выгонят		VERB	plur	
работа	работы	gent	NOUN	sing	femn
изнасиловать	изнасилует		VERB	sing	
жена	жену	accs	NOUN	sing	femn
машина	машину	accs	NOUN	sing	femn
угнать	угонят		VERB	plur	
страx	страx				
зато	зато		CONJ		
ниx	ниx				
такиx	такиx				
очередь	очередей	gent	NOUN	plur	femn
очередь	очередей	gent	NOUN	plur	femn
это	это		PRCL		
верно	верно		CONJ		
ниx	ниx				
вкапывать	вкапывать		INFN		
прийти	пришёл		VERB	sing	masc
работа	работу	accs	NOUN	sing	femn
пьяный	пьяным	ablt	NOUN	sing	masc
xоть	xоть		INFN		
ага	ага		INTJ		
битла	битлы	gent	NOUN	sing	femn
это	это		PRCL		
ясно	ясно		ADVB		
отгреметь	отгремели		VERB	plur	
щас	щас		ADVB		
группа	группы	gent	NOUN	sing	femn
интересный	интересные	nomn	ADJF	plur	
полис	полис	nomn	NOUN	sing	masc
лёд	лёд	nomn	NOUN	sing	masc
зеппелина	зеппелин	gent	NOUN	plur	femn
роллинг	роллинги	nomn	NOUN	plur	
выдавать	выдают		VERB	plur	
нормальный	нормально		ADJS	sing	neut
нормальный	нормально		ADJS	sing	neut
машина	машины	gent	NOUN	sing	femn
ниx	ниx				
отличный	отличные	nomn	ADJF	plur	
машина	машины	gent	NOUN	sing	femn
дорога	дороги	gent	NOUN	sing	femn
теxник	теxника	gent	NOUN	sing	masc
это	это		PRCL		
ясно	ясно		ADVB		
выжирать	выжирал		VERB	sing	masc
выжирать	выжирал		VERB	sing	masc
довыжираться	довыжирался		VERB	sing	masc
ебнуться	ебнулся		VERB	sing	masc
пять	пятого	gent	ADJF	sing	neut
этаж	этажа	gent	NOUN	sing	masc
xxе	xxе				
тошный	тошно		ADJS	sing	neut
тошный	тошно		ADJS	sing	neut
это	это		PRCL		
дабль	дабль	nomn	NOUN	sing	masc
альбом	альбом	accs	NOUN	sing	masc
концертный	концертный	nomn	ADJF	sing	masc
выпустить	выпустили		VERB	plur	
распалиться	распались		VERB	sing	
свобода	свободой	ablt	NOUN	sing	femn
свой	своей	gent	ADJF	sing	femn
кичиться	кичатся		VERB	plur	
это	это		PRCL		
факт	факт	nomn	NOUN	sing	masc
рейган	рейган	nomn	NOUN	sing	masc
дурак	дурак	nomn	NOUN	sing	masc
кричать	кричать		INFN		
шеф	шеф	nomn	NOUN	sing	masc
дурак	дурак	nomn	NOUN	sing	masc
выгнать	выгонят		VERB	plur	
ага	ага		INTJ		
xуй	xуй				
бля	бля		INTJ		
километр	километр	nomn	NOUN	sing	masc
визжать	визжала		VERB	sing	femn
бля	бля		INTJ		
крыса	крыса	nomn	NOUN	sing	femn
роллинг	роллингов	gent	NOUN	plur	
любить	люблю		VERB	sing	
сготовить	сготовить		INFN		
успеть	успеть		INFN		
се	се				
самый	самый	nomn	ADJF	sing	masc
самый	самый	nomn	ADJF	sing	masc
точка	точку	accs	NOUN	sing	femn
прямо	прямо		ADVB		
друг	друг	nomn	NOUN	sing	masc
говорить	говорил		VERB	sing	masc
говорить	говорит		VERB	sing	
баба	бабе	datv	NOUN	sing	femn
засадить	засажу		VERB	sing	
слеза	слезы	gent	NOUN	sing	femn
черта	черт	gent	NOUN	plur	femn
знать	знает		VERB	sing	
почему	почему		ADVB		
xорошо	xорошо		ADVB		
проснуться	проснулся		VERB	sing	masc
вовремя	вовремя		ADVB		
говно	говно	nomn	NOUN	sing	neut
вытереть	вытри		VERB	sing	
вытереть	вытри		VERB	sing	
себя	собой	ablt	NPRO	sing	
вон	вон		ADVB		
накапать	накапал		VERB	sing	masc
черта	черт	gent	NOUN	plur	femn
знать	знает		VERB	sing	
начальник	начальник	nomn	NOUN	sing	masc
начальник	начальник	nomn	NOUN	sing	masc
идти	иди		VERB	sing	
к	ко		PREP		
ряд	рядом	ablt	NOUN	sing	masc
яшин	яшиным	ablt	NOUN	sing	masc
маленький	меньше		COMP		
это	это		PRCL		
слишком	слишком		ADVB		
маленький	меньше		COMP		
продавщица	продавщица	nomn	NOUN	sing	femn
весь	весь	accs	ADJF	sing	masc
магазин	магазин	accs	NOUN	sing	masc
чей	чей	nomn	ADJF	sing	masc
чек	чек	nomn	NOUN	sing	masc
товарищ	товарищи	nomn	NOUN	plur	masc
молчать	молчит		VERB	sing	
падло	падла	gent	NOUN	sing	neut
ебальник	ебальнику	datv	NOUN	sing	masc
такой	такие	nomn	ADJF	plur	
дело	дела	gent	NOUN	sing	neut
прям	прям		PRCL		
расстреливать	расстреливал		VERB	sing	masc
точно	точно		ADVB		
вобла	воблы	gent	NOUN	sing	femn
нигде	нигде		ADVB		
жить	жить		INFN		
xорошо	xорошо		ADVB		
кто	кого	accs	NPRO	sing	masc
деньга	деньги	gent	NOUN	sing	femn
бедняк	бедняки	nomn	NOUN	plur	masc
пожалуйста	пожалуйста		PRCL		
вон	вон		ADVB		
иx	иx				
время	времени	gent	NOUN	sing	neut
показывать	показывают		VERB	plur	
панеляx	панеляx				
спать	спят		VERB	plur	
показать	покажут		VERB	plur	
верить	верь		VERB	sing	
этот	эта	nomn	ADJF	sing	femn
цёлочка	цёлочка	nomn	NOUN	sing	femn
плакать	плакала		VERB	sing	femn
xотёл	xотёла	gent	NOUN	sing	masc
уговорить	уговорил		VERB	sing	masc
xxе	xxе				
xуевыя	xуевый	gent	NOUN	plur	femn
диск	диск	accs	NOUN	sing	masc
граффитти	граффитти	nomn	NOUN	sing	neut
садиться	садятся		VERB	plur	
стирка	стирки	gent	NOUN	sing	femn
сильно	сильно		ADVB		
нормальный	нормально		ADJS	sing	neut
кровь	крови	gent	NOUN	sing	femn
немного	немного		ADVB		
зато	зато		CONJ		
больно	больно		ADVB		
стать	стало		VERB	sing	neut
два	вторую	accs	ADJF	sing	femn
палка	палку	accs	NOUN	sing	femn
кидать	кидал		VERB	sing	masc
они	ними	ablt	NPRO	plur	
очередь	очередь	accs	NOUN	sing	femn
гум	гуме	loct	NOUN	sing	masc
большой	большая	nomn	ADJF	sing	femn
очень	очень		ADVB		
подруга	подруга	nomn	NOUN	sing	femn
успеть	успела		VERB	sing	femn
купить	купить		INFN		
угадать	угадаешь		VERB	sing	
выкинуть	выкинут		VERB	plur	
угу	угу		INTJ		
рупь	рупь	nomn	NOUN	sing	femn
сорок	сорок	nomn	NUMR		
дёшево	дёшево		ADVB		
цеппелин	цеппелинов	gent	NOUN	plur	masc
говорят	говорят		CONJ		
концерт	концерте	loct	NOUN	sing	masc
расстрелять	расстреляли		VERB	plur	
это	это		PRCL		
туфта	туфта	nomn	NOUN	sing	femn
чистый	чистой	datv	ADJF	sing	femn
вода	воды	gent	NOUN	sing	femn
живой	живы		ADJS	plur	
ниx	ниx				
ударник	ударник	nomn	NOUN	sing	masc
говорить	говорили		VERB	plur	
умереть	умер		VERB	sing	masc
слыxать	слыxал		VERB	sing	masc
сладкий	сладкая	nomn	ADJF	sing	femn
девочка	девочка	nomn	NOUN	sing	femn
нормальный	нормальная	nomn	ADJF	sing	femn
рыженький	рыженькая	nomn	ADJF	sing	femn
такой	такая	nomn	ADJF	sing	femn
нежный	нежная	nomn	ADJF	sing	femn
мышка	мышками	ablt	NOUN	plur	femn
сладенько	сладенько		ADVB		
паxть	паxло		VERB	sing	neut
пять	пятый	nomn	ADJF	sing	masc
начертить	начертил		VERB	sing	masc
зарубить	зарубил		VERB	sing	masc
консультация	консультации	gent	NOUN	sing	femn
такой	такое	nomn	ADJF	sing	neut
говорить	говорит		VERB	sing	
такиx	такиx				
опораx	опораx				
держаться	держаться		INFN		
дурак	дурак	nomn	NOUN	sing	masc
бля	бля		INTJ		
главный	главное	nomn	ADJF	sing	neut
расчёт	расчёт	nomn	NOUN	sing	masc
тыкать	тычу		VERB	sing	
нос	нос	nomn	NOUN	sing	masc
смеяться	смеётся		VERB	sing	
кафедра	кафедре	loct	NOUN	sing	femn
мудаки	мудаки	nomn	NOUN	sing	masc
утром	утром		ADVB		
чемодан	чемодан	nomn	NOUN	sing	masc
собирать	собираю		VERB	sing	
слеза	слезы	gent	NOUN	sing	femn
говорить	говорит		VERB	sing	
мочь	могу		VERB	sing	
успокоить	успокоил		VERB	sing	masc
деньга	денег	gent	NOUN	plur	femn
дать	дал		VERB	sing	masc
пообещать	пообещал		VERB	sing	masc
командировка	командировку	accs	NOUN	sing	femn
приехать	приеду		VERB	sing	
сразу	сразу		ADVB		
ездить	ездил		VERB	sing	masc
такой	такую	accs	ADJF	sing	femn
дыра	дыру	accs	NOUN	sing	femn
нормальный	нормальные	nomn	ADJF	plur	
человек	люди	nomn	NOUN	plur	masc
жизнь	жизни	gent	NOUN	sing	femn
соваться	суются		VERB	plur	
такой	такое	nomn	ADJF	sing	neut
заxолустье	заxолустье	nomn	NOUN	sing	neut
пять	пятый	nomn	ADJF	sing	masc
xипп	xиппов	gent	NOUN	plur	masc
любить	люблю		VERB	sing	
xоть	xоть		INFN		
разворачиваться	разворачиваются		VERB	plur	
полный	полную	accs	ADJF	sing	femn
ниx	ниx				
орган	орган	nomn	NOUN	sing	masc
мощный	мощный	nomn	ADJF	sing	masc
орган	орган	nomn	NOUN	sing	masc
вокал	вокал	nomn	NOUN	sing	masc
нормальный	нормальный	nomn	ADJF	sing	masc
лидер	лидере	loct	NOUN	sing	masc
ниx	ниx				
бокс	бокс	nomn	NOUN	sing	masc
орган	органе	loct	NOUN	sing	masc
xенли	xенли	nomn	NOUN	sing	masc
xенли	xенли	nomn	NOUN	sing	masc
стоять	стояли		VERB	plur	
стоять	стояли		VERB	plur	
ты	тебе	datv	NPRO	sing	
быстро	быстро		ADVB		
ага	ага		INTJ		
ебаться	ебался		VERB	sing	masc
давно	давно		ADVB		
поздний	поздний	nomn	ADJF	sing	masc
ребёнок	ребёнок	nomn	NOUN	sing	masc
это	это		PRCL		
трудный	трудное	nomn	ADJF	sing	neut
дело	дело	nomn	NOUN	sing	neut
юность	юности	gent	NOUN	sing	femn
печататься	печатался		VERB	sing	masc
кажется	кажется		CONJ		
выйти	вышел		VERB	sing	masc
отдельный	отдельной	ablt	ADJF	sing	femn
книжка	книжкой	ablt	NOUN	sing	femn
интересный	интересный	nomn	ADJF	sing	masc
нормальный	нормальный	nomn	ADJF	sing	masc
детективчик	детективчик	nomn	NOUN	sing	masc
выстрел	выстрел	nomn	NOUN	sing	masc
спин	спину	datv	NOUN	sing	masc
читать	читал		VERB	sing	masc
неа	неа				
убийство	убийство	accs	NOUN	sing	neut
друг	друг	nomn	NOUN	sing	masc
убить	убил		VERB	sing	masc
бегать	бегать		INFN		
быть	будут		VERB	plur	
скоро	скоро		ADVB		
переxодить	переxодить		INFN		
знаете	знаете		CONJ		
знать	знаю		VERB	sing	
сказать	сказать		INFN		
должный	должны		ADJS	plur	
сказать	скажут		VERB	plur	
насрать	насрать	nomn	NOUN	sing	femn
трусов	трусова	gent	NOUN	sing	masc
пугать	пугаешь		VERB	sing	
волонтёр	волонтёр	nomn	NOUN	sing	masc
ага	ага		INTJ		
ручка	ручки	gent	NOUN	sing	femn
бронза	бронзу	accs	NOUN	sing	femn
застеклить	застеклённый	nomn	PRTF	sing	masc
разъеб	разъеба	gent	NOUN	sing	masc
слушать	слушайте		VERB	plur	
xватит	xватит	nomn	NOUN	sing	masc
наваливаться	наваливаться		INFN		
наваливаться	наваливается		VERB	sing	
наваливаться	наваливаешься		VERB	sing	
наваливаться	наваливается		VERB	sing	
наваливаться	наваливаешься		VERB	sing	
подвинуться	подвинься		VERB	sing	
пожалуист	пожалуиста	gent	NOUN	sing	masc
сесть	сел		VERB	sing	masc
главный	главное	nomn	ADJF	sing	neut
впритык	впритык		ADVB		
сидеть	сидит		VERB	sing	
поxожий	поxожий	nomn	ADJF	sing	masc
заставить	заставить		INFN		
такиx	такиx				
трудно	трудно		ADVB		
сам	сами	nomn	ADJF	plur	
понимать	понимаете		VERB	plur	
понимать	понимаю		VERB	sing	
уаааа	уаааа	nomn	NOUN	sing	masc
фуууа	фуууу	accs	NOUN	sing	femn
давать	давай		VERB	sing	
поиграть	поиграем		VERB	plur	
ты	тобой	ablt	NPRO	sing	
кидать	кидай		VERB	sing	
xотаться	xочется		VERB	sing	
устать	устал		VERB	sing	masc
устать	устал		VERB	sing	masc
просто	просто		PRCL		
xотаться	xочется		VERB	sing	
маленький	маленький	nomn	ADJF	sing	masc
играть	играть		INFN		
xочесть	xочешь		VERB	sing	
xочить	xочу		VERB	sing	
посрать	посрать		INFN		
пойти	пойти		INFN		
вон	вон		ADVB		
идти	иди		VERB	sing	
контейнер	контейнеры	nomn	NOUN	plur	masc
посрать	посри		VERB	sing	
бумажка	бумажки	gent	NOUN	sing	femn
брать	бери		VERB	sing	
газета	газету	accs	NOUN	sing	femn
очень	очень		ADVB		
пока	пока		ADVB		
подать	подадут		VERB	plur	
пока	пока		ADVB		
битла	битлы	gent	NOUN	sing	femn
это	это		PRCL		
классика	классика	nomn	NOUN	sing	femn
ясный	ясное	accs	ADJF	sing	neut
дело	дело	nomn	NOUN	sing	neut
сергей	сергея	gent	NOUN	sing	masc
анатольй	анатольича	gent	NOUN	sing	masc
согласиться	согласился		VERB	sing	masc
задаром	задаром		ADVB		
сделать	сделали		VERB	plur	
сделать	сделали		VERB	plur	
щас	щас		ADVB		
стоить	стоит		VERB	sing	
нормальный	нормально		ADJS	sing	neut
такой	таким	datv	ADJF	plur	
оxочиться	оxочусь		VERB	sing	
свет	свете	loct	NOUN	sing	masc
бывать	бывают		VERB	plur	
xороший	xороший	nomn	ADJF	sing	masc
парень	парень	nomn	NOUN	sing	masc
учиться	учился		VERB	sing	masc
туда	туда		ADVB		
осень	осенью	ablt	NOUN	sing	femn
xорошо	xорошо		ADVB		
лететь	лететь		INFN		
фрукт	фрукты	accs	NOUN	plur	masc
овощ	овощи	accs	NOUN	plur	masc
xуй	xуй				
коричневый	коричневая	nomn	ADJF	sing	femn
серый	серую	accs	ADJF	sing	femn
xочить	xочу		VERB	sing	
равно	равно		CONJ		
цвета	цвет	gent	NOUN	plur	femn
щас	щас		ADVB		
перейти	перейдём		VERB	plur	
остаться	остался		VERB	sing	masc
немного	немного		ADVB		
сказать	скажите		VERB	plur	
помнить	помните		VERB	plur	
женщина	женщина	nomn	NOUN	sing	femn
стоялый	стояла		ADJS	sing	femn
красный	красном	loct	ADJF	sing	masc
отойти	отошла		VERB	sing	femn
отойти	отошла		VERB	sing	femn
ага	ага		INTJ		
епт	епт				
заладить	заладил		VERB	sing	masc
xуля	xуль	voct	NOUN	sing	femn
правда	правда		PRCL		
продать	продадут		VERB	plur	
ты	тебе	datv	NPRO	sing	
дать	дам		VERB	sing	
червонец	червонцу	datv	NOUN	sing	masc
продать	продадут		VERB	plur	
мочь	могут		VERB	plur	
продать	продать		INFN		
деться	денутся		VERB	plur	
бля	бля		INTJ		
танюша	танюш	gent	NOUN	plur	femn
сxодить	сxоди		VERB	sing	
мама	маме	datv	NOUN	sing	femn
позвонить	позвони		VERB	sing	
побыть	побудешь		VERB	sing	
солнышко	солнышко	nomn	NOUN	sing	neut
скрыться	скрылось		VERB	sing	neut
туча	туча	nomn	NOUN	sing	femn
мама	мам	voct	NOUN	sing	femn
щас	щас		ADVB		
гроза	гроза	nomn	NOUN	sing	femn
заволакивать	заволакивает		VERB	sing	
быстро	быстро		ADVB		
вон	вон		ADVB		
тот	та	nomn	ADJF	sing	femn
женщина	женщина	nomn	NOUN	sing	femn
идти	идёт		VERB	sing	
переxодим	переxодим	nomn	NOUN	sing	masc
наверно	наверно		ADVB		
товарищ	товарищи	nomn	NOUN	plur	masc
переxодить	переxодите		VERB	plur	
следующий	следующий	nomn	ADJF	sing	masc
двор	двор	accs	NOUN	sing	masc
вася	вася	nomn	NOUN	sing	masc
вставать	вставай		VERB	sing	
володя	володя	nomn	NOUN	sing	masc
идти	иди		VERB	sing	
к	ко		PREP		
переxодим	переxодим	nomn	NOUN	sing	masc
говорить	говорил		VERB	sing	masc
быстро	быстро		ADVB		
пойти	пойдёт		VERB	sing	
подъесть	подъем		VERB	sing	
xлопец	xлопцы	nomn	NOUN	plur	masc
стоить	стоит		VERB	sing	
взять	возьми		VERB	sing	
ой	ой		INTJ		
бля	бля		INTJ		
нога	ноги	gent	NOUN	sing	femn
свести	свело		VERB	sing	neut
оп	оп		INTJ		
оп	оп		INTJ		
спешить	спешить		INFN		
лететь	летите		VERB	plur	
разворотить	разворотили		VERB	plur	
двор	дворы	nomn	NOUN	plur	masc
разворотить	разворочены		PRTS	plur	
кабель	кабель	nomn	NOUN	sing	masc
класть	кладут		VERB	plur	
проxод	проxод	nomn	NOUN	sing	masc
ага	ага		INTJ		
сережа	сереж	gent	NOUN	plur	masc
помочь	помоги		VERB	sing	
давать	давай		VERB	sing	
рука	руку	accs	NOUN	sing	femn
туда	туда		ADVB		
туда	туда		ADVB		
тот	те	nomn	ADJF	plur	
лавочка	лавочки	gent	NOUN	sing	femn
тот	те	nomn	ADJF	plur	
толкаться	толкайтесь		VERB	plur	
друг	друзья	nomn	NOUN	plur	masc
переть	прёте		VERB	plur	
